"INDIC_SB";"NACE_R2";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"V11210";"H";"ITC4";"A";"2011";26556;NA;NA
"V11210";"H";"ITC4";"A";"2010";26061;NA;NA
"V11210";"H";"ITC4";"A";"2009";35758;NA;NA
"V11210";"H";"ITC4";"A";"2008";30385;NA;NA
"V11210";"H";"ITH";"A";"2013";31658;NA;NA
"V11210";"H";"ITH";"A";"2012";32424;NA;NA
"V11210";"H";"ITH";"A";"2011";35432;NA;NA
"V11210";"H";"ITH";"A";"2010";NA;NA;"na"
"V11210";"H";"ITH";"A";"2009";NA;NA;"na"
"V11210";"H";"ITH";"A";"2008";NA;NA;"na"
"V11210";"H";"ITH1";"A";"2013";1450;NA;NA
"V11210";"H";"ITH1";"A";"2012";1459;NA;NA
"V11210";"H";"ITH1";"A";"2011";1624;NA;NA
"V11210";"H";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"H";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"H";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"H";"ITH2";"A";"2013";1181;NA;NA
"V11210";"H";"ITH2";"A";"2012";1200;NA;NA
"V11210";"H";"ITH2";"A";"2011";1476;NA;NA
"V11210";"H";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"H";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"H";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"H";"ITH3";"A";"2013";12585;NA;NA
"V11210";"H";"ITH3";"A";"2012";12908;NA;NA
"V11210";"H";"ITH3";"A";"2011";14424;NA;NA
"V11210";"H";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"H";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"H";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"I";"AT32";"A";"2013";6110;NA;NA
"V11210";"I";"AT32";"A";"2012";5748;NA;NA
"V11210";"I";"AT32";"A";"2011";5525;NA;NA
"V11210";"I";"AT32";"A";"2010";5556;NA;NA
"V11210";"I";"AT32";"A";"2009";5525;NA;NA
"V11210";"I";"AT32";"A";"2008";5552;NA;NA
"V11210";"I";"AT33";"A";"2013";10655;NA;NA
"V11210";"I";"AT33";"A";"2012";10131;NA;NA
"V11210";"I";"AT33";"A";"2011";9499;NA;NA
"V11210";"I";"AT33";"A";"2010";9521;NA;NA
"V11210";"I";"AT33";"A";"2009";9325;NA;NA
"V11210";"I";"AT33";"A";"2008";9364;NA;NA
"V11210";"I";"AT34";"A";"2013";2527;NA;NA
"V11210";"I";"AT34";"A";"2012";2387;NA;NA
"V11210";"I";"AT34";"A";"2011";2351;NA;NA
"V11210";"I";"AT34";"A";"2010";2361;NA;NA
"V11210";"I";"AT34";"A";"2009";2353;NA;NA
"V11210";"I";"AT34";"A";"2008";2380;NA;NA
"V11210";"I";"DE2";"A";"2013";NA;NA;"na"
"V11210";"I";"DE2";"A";"2012";NA;NA;"na"
"V11210";"I";"DE2";"A";"2011";NA;NA;"na"
"V11210";"I";"DE2";"A";"2010";NA;NA;"na"
"V11210";"I";"DE2";"A";"2009";NA;NA;"na"
"V11210";"I";"DE2";"A";"2008";NA;NA;"na"
"V11210";"I";"IT";"A";"2013";313794;NA;NA
"V11210";"I";"IT";"A";"2012";308468;NA;NA
"V11210";"I";"IT";"A";"2011";347446;NA;NA
"V11210";"I";"IT";"A";"2010";322132;NA;NA
"V11210";"I";"IT";"A";"2009";336619;NA;NA
"V11210";"I";"IT";"A";"2008";332687;NA;NA
"V11210";"I";"ITC4";"A";"2013";44461;NA;NA
"V11210";"I";"ITC4";"A";"2012";43829;NA;NA
"V11210";"I";"ITC4";"A";"2011";55467;NA;NA
"V11210";"I";"ITC4";"A";"2010";45445;NA;NA
"V11210";"I";"ITC4";"A";"2009";44507;NA;NA
"V11210";"I";"ITC4";"A";"2008";46535;NA;NA
"V11210";"I";"ITH";"A";"2013";72213;NA;NA
"V11210";"I";"ITH";"A";"2012";71846;NA;NA
"V11210";"I";"ITH";"A";"2011";78499;NA;NA
"V11210";"I";"ITH";"A";"2010";NA;NA;"na"
"V11210";"I";"ITH";"A";"2009";NA;NA;"na"
"V11210";"I";"ITH";"A";"2008";NA;NA;"na"
"V11210";"I";"ITH1";"A";"2013";8462;NA;NA
"V11210";"I";"ITH1";"A";"2012";8509;NA;NA
"V11210";"I";"ITH1";"A";"2011";8572;NA;NA
"V11210";"I";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"I";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"I";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"I";"ITH2";"A";"2013";4398;NA;NA
"V11210";"I";"ITH2";"A";"2012";4331;NA;NA
"V11210";"I";"ITH2";"A";"2011";4818;NA;NA
"V11210";"I";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"I";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"I";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"I";"ITH3";"A";"2013";26502;NA;NA
"V11210";"I";"ITH3";"A";"2012";26486;NA;NA
"V11210";"I";"ITH3";"A";"2011";27806;NA;NA
"V11210";"I";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"I";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"I";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"J";"AT32";"A";"2013";1058;NA;NA
"V11210";"J";"AT32";"A";"2012";1028;NA;NA
"V11210";"J";"AT32";"A";"2011";1010;NA;NA
"V11210";"J";"AT32";"A";"2010";990;NA;NA
"V11210";"J";"AT32";"A";"2009";943;NA;NA
"V11210";"J";"AT32";"A";"2008";950;NA;NA
"V11210";"J";"AT33";"A";"2013";1226;NA;NA
"V11210";"J";"AT33";"A";"2012";1190;NA;NA
"V11210";"J";"AT33";"A";"2011";1187;NA;NA
"V11210";"J";"AT33";"A";"2010";1149;NA;NA
"V11210";"J";"AT33";"A";"2009";1065;NA;NA
"V11210";"J";"AT33";"A";"2008";1085;NA;NA
"V11210";"J";"AT34";"A";"2013";614;NA;NA
"V11210";"J";"AT34";"A";"2012";593;NA;NA
"V11210";"J";"AT34";"A";"2011";602;NA;NA
"V11210";"J";"AT34";"A";"2010";560;NA;NA
"V11210";"J";"AT34";"A";"2009";510;NA;NA
"V11210";"J";"AT34";"A";"2008";526;NA;NA
"V11210";"J";"DE2";"A";"2013";22666;NA;NA
"V11210";"J";"DE2";"A";"2012";21542;NA;NA
"V11210";"J";"DE2";"A";"2011";19474;NA;NA
"V11210";"J";"DE2";"A";"2010";18231;NA;NA
"V11210";"J";"DE2";"A";"2009";17767;NA;NA
"V11210";"J";"DE2";"A";"2008";19609;NA;NA
"V11210";"J";"IT";"A";"2013";97020;NA;NA
"V11210";"J";"IT";"A";"2012";98244;NA;NA
"V11210";"J";"IT";"A";"2011";110769;NA;NA
"V11210";"J";"IT";"A";"2010";111548;NA;NA
"V11210";"J";"IT";"A";"2009";114773;NA;NA
"V11210";"J";"IT";"A";"2008";116368;NA;NA
"V11210";"J";"ITC4";"A";"2013";23617;NA;NA
"V11210";"J";"ITC4";"A";"2012";24057;NA;NA
"V11210";"J";"ITC4";"A";"2011";28276;NA;NA
"V11210";"J";"ITC4";"A";"2010";26600;NA;NA
"V11210";"J";"ITC4";"A";"2009";27479;NA;NA
"V11210";"J";"ITC4";"A";"2008";27921;NA;NA
"V11210";"J";"ITH";"A";"2013";20180;NA;NA
"V11210";"J";"ITH";"A";"2012";20373;NA;NA
"V11210";"J";"ITH";"A";"2011";23193;NA;NA
"V11210";"J";"ITH";"A";"2010";NA;NA;"na"
"V11210";"J";"ITH";"A";"2009";NA;NA;"na"
"V11210";"J";"ITH";"A";"2008";NA;NA;"na"
"V11210";"J";"ITH1";"A";"2013";928;NA;NA
"V11210";"J";"ITH1";"A";"2012";955;NA;NA
"V11210";"J";"ITH1";"A";"2011";1067;NA;NA
"V11210";"J";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"J";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"J";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"J";"ITH2";"A";"2013";991;NA;NA
"V11210";"J";"ITH2";"A";"2012";972;NA;NA
"V11210";"J";"ITH2";"A";"2011";1063;NA;NA
"V11210";"J";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"J";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"J";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"J";"ITH3";"A";"2013";8177;NA;NA
"V11210";"J";"ITH3";"A";"2012";8219;NA;NA
"V11210";"J";"ITH3";"A";"2011";9467;NA;NA
"V11210";"J";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"J";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"J";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"L";"AT32";"A";"2013";1878;NA;NA
"V11210";"L";"AT32";"A";"2012";1611;NA;NA
"V11210";"L";"AT32";"A";"2011";1514;NA;NA
"V11210";"L";"AT32";"A";"2010";1439;NA;NA
"V11210";"L";"AT32";"A";"2009";1313;NA;NA
"V11210";"L";"AT32";"A";"2008";1282;NA;NA
"V11210";"L";"AT33";"A";"2013";2027;NA;NA
"V11210";"L";"AT33";"A";"2012";1785;NA;NA
"V11210";"L";"AT33";"A";"2011";1639;NA;NA
"V11210";"L";"AT33";"A";"2010";1570;NA;NA
"V11210";"L";"AT33";"A";"2009";1431;NA;NA
"V11210";"L";"AT33";"A";"2008";1449;NA;NA
"V11210";"L";"AT34";"A";"2013";1067;NA;NA
"V11210";"L";"AT34";"A";"2012";914;NA;NA
"V11210";"L";"AT34";"A";"2011";856;NA;NA
"V11210";"L";"AT34";"A";"2010";823;NA;NA
"V11210";"L";"AT34";"A";"2009";761;NA;NA
"V11210";"L";"AT34";"A";"2008";754;NA;NA
"V11210";"L";"DE2";"A";"2013";39936;NA;NA
"V11210";"L";"DE2";"A";"2012";38431;NA;NA
"V11210";"L";"DE2";"A";"2011";38070;NA;NA
"V11210";"L";"DE2";"A";"2010";22187;NA;NA
"V11210";"L";"DE2";"A";"2009";18816;NA;NA
"V11210";"L";"DE2";"A";"2008";31093;NA;NA
"V11210";"L";"IT";"A";"2013";243596;NA;NA
"V11210";"L";"IT";"A";"2012";235470;NA;NA
"V11210";"L";"IT";"A";"2011";307895;NA;NA
"V11210";"L";"IT";"A";"2010";271825;NA;NA
"V11210";"L";"IT";"A";"2009";271855;NA;NA
"V11210";"L";"IT";"A";"2008";235671;NA;NA
"V11210";"L";"ITC4";"A";"2013";62567;NA;NA
"V11210";"L";"ITC4";"A";"2012";60820;NA;NA
"V11210";"L";"ITC4";"A";"2011";86418;NA;NA
"V11210";"L";"ITC4";"A";"2010";65259;NA;NA
"V11210";"L";"ITC4";"A";"2009";72451;NA;NA
"V11210";"L";"ITC4";"A";"2008";63831;NA;NA
"V11210";"L";"ITH";"A";"2013";69181;NA;NA
"V11210";"L";"ITH";"A";"2012";67141;NA;NA
"V11210";"L";"ITH";"A";"2011";91430;NA;NA
"V11210";"L";"ITH";"A";"2010";NA;NA;"na"
"V11210";"L";"ITH";"A";"2009";NA;NA;"na"
"V11210";"L";"ITH";"A";"2008";NA;NA;"na"
"V11210";"L";"ITH1";"A";"2013";2570;NA;NA
"V11210";"L";"ITH1";"A";"2012";2429;NA;NA
"V11210";"L";"ITH1";"A";"2011";2888;NA;NA
"V11210";"L";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"L";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"L";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"L";"ITH2";"A";"2013";2747;NA;NA
"V11210";"L";"ITH2";"A";"2012";2646;NA;NA
"V11210";"L";"ITH2";"A";"2011";2924;NA;NA
"V11210";"L";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"L";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"L";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"L";"ITH3";"A";"2013";30579;NA;NA
"V11210";"L";"ITH3";"A";"2012";29715;NA;NA
"V11210";"L";"ITH3";"A";"2011";47467;NA;NA
"V11210";"L";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"L";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"L";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"M";"AT32";"A";"2013";4853;NA;NA
"V11210";"M";"AT32";"A";"2012";4645;NA;NA
"V11210";"M";"AT32";"A";"2011";4501;NA;NA
"V11210";"M";"AT32";"A";"2010";4421;NA;NA
"V11210";"M";"AT32";"A";"2009";4168;NA;NA
"V11210";"M";"AT32";"A";"2008";4039;NA;NA
"V11210";"M";"AT33";"A";"2013";5710;NA;NA
"V11210";"M";"AT33";"A";"2012";5475;NA;NA
"V11210";"M";"AT33";"A";"2011";5312;NA;NA
"V11210";"M";"AT33";"A";"2010";5248;NA;NA
"V11210";"M";"AT33";"A";"2009";4915;NA;NA
"V11210";"M";"AT33";"A";"2008";4832;NA;NA
"V11210";"M";"AT34";"A";"2013";2689;NA;NA
"V11210";"M";"AT34";"A";"2012";2536;NA;NA
"V11210";"M";"AT34";"A";"2011";2513;NA;NA
"V11210";"M";"AT34";"A";"2010";2472;NA;NA
"V11210";"M";"AT34";"A";"2009";2366;NA;NA
"V11210";"M";"AT34";"A";"2008";2363;NA;NA
"V11210";"M";"DE2";"A";"2013";78774;NA;NA
"V11210";"M";"DE2";"A";"2012";73893;NA;NA
"V11210";"M";"DE2";"A";"2011";70881;NA;NA
"V11210";"M";"DE2";"A";"2010";57327;NA;NA
"V11210";"M";"DE2";"A";"2009";53711;NA;NA
"V11210";"M";"DE2";"A";"2008";58649;NA;NA
"V11210";"M";"IT";"A";"2013";692370;NA;NA
"V11210";"M";"IT";"A";"2012";710689;NA;NA
"V11210";"M";"IT";"A";"2011";732414;NA;NA
"V11210";"M";"IT";"A";"2010";757115;NA;NA
"V11210";"M";"IT";"A";"2009";867575;NA;NA
"V11210";"M";"IT";"A";"2008";738312;NA;NA
"V11210";"M";"ITC4";"A";"2013";139906;NA;NA
"V11210";"M";"ITC4";"A";"2012";143764;NA;NA
"V11210";"M";"ITC4";"A";"2011";146769;NA;NA
"V11210";"M";"ITC4";"A";"2010";148137;NA;NA
"V11210";"M";"ITC4";"A";"2009";228583;NA;NA
"V11210";"M";"ITC4";"A";"2008";149283;NA;NA
"V11210";"M";"ITH";"A";"2013";140277;NA;NA
"V11210";"M";"ITH";"A";"2012";143593;NA;NA
"V11210";"M";"ITH";"A";"2011";147729;NA;NA
"V11210";"M";"ITH";"A";"2010";NA;NA;"na"
"V11210";"M";"ITH";"A";"2009";NA;NA;"na"
"V11210";"M";"ITH";"A";"2008";NA;NA;"na"
"V11210";"M";"ITH1";"A";"2013";5745;NA;NA
"V11210";"M";"ITH1";"A";"2012";5773;NA;NA
"V11210";"M";"ITH1";"A";"2011";5880;NA;NA
"V11210";"M";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"M";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"M";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"M";"ITH2";"A";"2013";6162;NA;NA
"V11210";"M";"ITH2";"A";"2012";6295;NA;NA
"V11210";"M";"ITH2";"A";"2011";6609;NA;NA
"V11210";"M";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"M";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"M";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"M";"ITH3";"A";"2013";57472;NA;NA
"V11210";"M";"ITH3";"A";"2012";58987;NA;NA
"V11210";"M";"ITH3";"A";"2011";61099;NA;NA
"V11210";"M";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"M";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"M";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"N";"AT32";"A";"2013";1446;NA;NA
"V11210";"N";"AT32";"A";"2012";1356;NA;NA
"V11210";"N";"AT32";"A";"2011";1283;NA;NA
"V11210";"N";"AT32";"A";"2010";1300;NA;NA
"V11210";"N";"AT32";"A";"2009";1274;NA;NA
"V11210";"N";"AT32";"A";"2008";1279;NA;NA
"V11210";"N";"AT33";"A";"2013";1690;NA;NA
"V11210";"N";"AT33";"A";"2012";1570;NA;NA
"V11210";"N";"AT33";"A";"2011";1527;NA;NA
"V11210";"N";"AT33";"A";"2010";1543;NA;NA
"V11210";"N";"AT33";"A";"2009";1446;NA;NA
"V11210";"N";"AT33";"A";"2008";1456;NA;NA
"V11210";"N";"AT34";"A";"2013";754;NA;NA
"V11210";"N";"AT34";"A";"2012";581;NA;NA
"V11210";"N";"AT34";"A";"2011";570;NA;NA
"V11210";"N";"AT34";"A";"2010";565;NA;NA
"V11210";"N";"AT34";"A";"2009";542;NA;NA
"V11210";"N";"AT34";"A";"2008";529;NA;NA
"V11210";"N";"DE2";"A";"2013";27807;NA;NA
"V11210";"N";"DE2";"A";"2012";25204;NA;NA
"V11210";"N";"DE2";"A";"2011";22980;NA;NA
"V11210";"N";"DE2";"A";"2010";20998;NA;NA
"V11210";"N";"DE2";"A";"2009";19615;NA;NA
"V11210";"N";"DE2";"A";"2008";19573;NA;NA
"V11210";"N";"IT";"A";"2013";140932;NA;NA
"V11210";"N";"IT";"A";"2012";145350;NA;NA
"V11210";"N";"IT";"A";"2011";178227;NA;NA
"V11210";"N";"IT";"A";"2010";175589;NA;NA
"V11210";"N";"IT";"A";"2009";195682;NA;NA
"V11210";"N";"IT";"A";"2008";183379;NA;NA
"V11210";"N";"ITC4";"A";"2013";30693;NA;NA
"V11210";"N";"ITC4";"A";"2012";31796;NA;NA
"V11210";"N";"ITC4";"A";"2011";41156;NA;NA
"V11210";"N";"ITC4";"A";"2010";38953;NA;NA
"V11210";"N";"ITC4";"A";"2009";37780;NA;NA
"V11210";"N";"ITC4";"A";"2008";40409;NA;NA
"V11210";"N";"ITH";"A";"2013";26406;NA;NA
"V11210";"N";"ITH";"A";"2012";27558;NA;NA
"V11210";"N";"ITH";"A";"2011";32818;NA;NA
"V11210";"N";"ITH";"A";"2010";NA;NA;"na"
"V11210";"N";"ITH";"A";"2009";NA;NA;"na"
"V11210";"N";"ITH";"A";"2008";NA;NA;"na"
"V11210";"N";"ITH1";"A";"2013";1119;NA;NA
"V11210";"N";"ITH1";"A";"2012";1185;NA;NA
"V11210";"N";"ITH1";"A";"2011";1294;NA;NA
"V11210";"N";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"N";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"N";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"N";"ITH2";"A";"2013";1120;NA;NA
"V11210";"N";"ITH2";"A";"2012";1130;NA;NA
"V11210";"N";"ITH2";"A";"2011";1459;NA;NA
"V11210";"N";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"N";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"N";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"N";"ITH3";"A";"2013";10963;NA;NA
"V11210";"N";"ITH3";"A";"2012";11410;NA;NA
"V11210";"N";"ITH3";"A";"2011";14044;NA;NA
"V11210";"N";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"N";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"N";"ITH3";"A";"2008";NA;NA;"na"
"V11210";"S95";"AT32";"A";"2013";108;NA;NA
"V11210";"S95";"AT32";"A";"2012";106;NA;NA
"V11210";"S95";"AT32";"A";"2011";107;NA;NA
"V11210";"S95";"AT32";"A";"2010";113;NA;NA
"V11210";"S95";"AT32";"A";"2009";109;NA;NA
"V11210";"S95";"AT32";"A";"2008";107;NA;NA
"V11210";"S95";"AT33";"A";"2013";142;NA;NA
"V11210";"S95";"AT33";"A";"2012";147;NA;NA
"V11210";"S95";"AT33";"A";"2011";146;NA;NA
"V11210";"S95";"AT33";"A";"2010";147;NA;NA
"V11210";"S95";"AT33";"A";"2009";137;NA;NA
"V11210";"S95";"AT33";"A";"2008";133;NA;NA
"V11210";"S95";"AT34";"A";"2013";68;NA;NA
"V11210";"S95";"AT34";"A";"2012";68;NA;NA
"V11210";"S95";"AT34";"A";"2011";70;NA;NA
"V11210";"S95";"AT34";"A";"2010";71;NA;NA
"V11210";"S95";"AT34";"A";"2009";72;NA;NA
"V11210";"S95";"AT34";"A";"2008";77;NA;NA
"V11210";"S95";"DE2";"A";"2013";1568;NA;NA
"V11210";"S95";"DE2";"A";"2012";1552;NA;NA
"V11210";"S95";"DE2";"A";"2011";1491;NA;NA
"V11210";"S95";"DE2";"A";"2010";1830;NA;NA
"V11210";"S95";"DE2";"A";"2009";1710;NA;NA
"V11210";"S95";"DE2";"A";"2008";1664;NA;NA
"V11210";"S95";"IT";"A";"2013";24726;NA;NA
"V11210";"S95";"IT";"A";"2012";25882;NA;NA
"V11210";"S95";"IT";"A";"2011";28391;NA;NA
"V11210";"S95";"IT";"A";"2010";30145;NA;NA
"V11210";"S95";"IT";"A";"2009";35599;NA;NA
"V11210";"S95";"IT";"A";"2008";32300;NA;NA
"V11210";"S95";"ITC4";"A";"2013";4572;NA;NA
"V11210";"S95";"ITC4";"A";"2012";4755;NA;NA
"V11210";"S95";"ITC4";"A";"2011";5064;NA;NA
"V11210";"S95";"ITC4";"A";"2010";5468;NA;NA
"V11210";"S95";"ITC4";"A";"2009";6278;NA;NA
"V11210";"S95";"ITC4";"A";"2008";6070;NA;NA
"V11210";"S95";"ITH";"A";"2013";5249;NA;NA
"V11210";"S95";"ITH";"A";"2012";5492;NA;NA
"V11210";"S95";"ITH";"A";"2011";6272;NA;NA
"V11210";"S95";"ITH";"A";"2010";NA;NA;"na"
"V11210";"S95";"ITH";"A";"2009";NA;NA;"na"
"V11210";"S95";"ITH";"A";"2008";NA;NA;"na"
"V11210";"S95";"ITH1";"A";"2013";207;NA;NA
"V11210";"S95";"ITH1";"A";"2012";205;NA;NA
"V11210";"S95";"ITH1";"A";"2011";208;NA;NA
"V11210";"S95";"ITH1";"A";"2010";NA;NA;"na"
"V11210";"S95";"ITH1";"A";"2009";NA;NA;"na"
"V11210";"S95";"ITH1";"A";"2008";NA;NA;"na"
"V11210";"S95";"ITH2";"A";"2013";161;NA;NA
"V11210";"S95";"ITH2";"A";"2012";184;NA;NA
"V11210";"S95";"ITH2";"A";"2011";236;NA;NA
"V11210";"S95";"ITH2";"A";"2010";NA;NA;"na"
"V11210";"S95";"ITH2";"A";"2009";NA;NA;"na"
"V11210";"S95";"ITH2";"A";"2008";NA;NA;"na"
"V11210";"S95";"ITH3";"A";"2013";2190;NA;NA
"V11210";"S95";"ITH3";"A";"2012";2269;NA;NA
"V11210";"S95";"ITH3";"A";"2011";2699;NA;NA
"V11210";"S95";"ITH3";"A";"2010";NA;NA;"na"
"V11210";"S95";"ITH3";"A";"2009";NA;NA;"na"
"V11210";"S95";"ITH3";"A";"2008";NA;NA;"na"
